"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SFIX","Stitch Fix, Inc.","15.7","$1.61B","2017","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/sfix",
"STM","STMicroelectronics N.V.","23.24","$20.63B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/stm",
"SYBT","Stock Yards Bancorp, Inc.","29.05","$657.62M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sybt",
"STOK","Stoke Therapeutics, Inc.","22.83","$752.1M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/stok",
"EDF","Stone Harbor Emerging Markets Income Fund","7.58","$125.17M","2010","n/a","n/a","https://old.nasdaq.com/symbol/edf",
"EDI","Stone Harbor Emerging Markets Total Income Fund","7","$68.79M","2012","n/a","n/a","https://old.nasdaq.com/symbol/edi",
"BANX","StoneCastle Financial Corp","16.75","$109.86M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banx",
"STNE","StoneCo Ltd.","24.1","$6.68B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/stne",
"STON","StoneMor Inc.","0.5819","$54.98M","2004","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ston",
"SRI","Stoneridge, Inc.","16.9","$456.08M","1997","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/sri",
"STOR","STORE Capital Corporation","16.96","$4.14B","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/stor",
"SSKN","Strata Skin Sciences, Inc.","0.9","$30.34M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sskn",
"SSYS","Stratasys, Ltd.","16.73","$910.79M","1994","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/ssys",
"STRA","Strategic Education, Inc.","148.86","$3.31B","1996","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/stra",
"HNDL","Strategy Shares Nasdaq 7HANDL Index ETF","23.1015","$19.64M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hndl",
"GJH","STRATS Trust","9.39","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjh",
"GJO","STRATS Trust","21.3","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjo",
"GJS","STRATS Trust","19.15","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjs",
"STRT","Strattec Security Corporation","12.2","$46.61M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/strt",
"STRS","Stratus Properties Inc.","16.37","$134.4M","n/a","Consumer Services","Homebuilding","https://old.nasdaq.com/symbol/strs",
"STRM","Streamline Health Solutions, Inc.","0.825","$25.36M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/strm",
"SBBP","Strongbridge Biopharma plc","2.21","$119.89M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sbbp",
"SYK","Stryker Corporation","189.51","$71.03B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/syk",
"MSC","Studio City International Holdings Limited","17.5","$1.38B","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/msc",
"RGR","Sturm, Ruger & Company, Inc.","53.11","$926.88M","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/rgr",
"SPH","Suburban Propane Partners, L.P.","13.87","$860.92M","1996","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/sph",
"SMFG","Sumitomo Mitsui Financial Group Inc","5.02","$6.87B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/smfg",
"SUMR","Summer Infant, Inc.","2.5244","$5.32M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sumr",
"SMMF","Summit Financial Group, Inc.","17.07","$222.67M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/smmf",
"INN","Summit Hotel Properties, Inc.","4.9","$515.35M","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/inn",
"INN^D","Summit Hotel Properties, Inc.","15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/inn^d",
"INN^E","Summit Hotel Properties, Inc.","14.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/inn^e",
"SUM","Summit Materials, Inc.","12.97","$1.48B","2015","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/sum",
"SMLP","Summit Midstream Partners, LP","0.8075","$75.59M","2012","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/smlp",
"SSBI","Summit State Bank","7.4876","$45.45M","2006","n/a","n/a","https://old.nasdaq.com/symbol/ssbi",
"SMMT","Summit Therapeutics plc","4.11","$276.32M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/smmt",
"WISA","Summit Wireless Technologies, Inc.","5.3","$354352.7","2018","Technology","Semiconductors","https://old.nasdaq.com/symbol/wisa",
"SUI","Sun Communities, Inc.","127.48","$11.9B","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sui",
"SLF","Sun Life Financial Inc.","33.02","$19.41B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/slf",
"SXC","SunCoke Energy, Inc.","3.18","$266.29M","2011","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","15.23","$23.33B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/su",
"SNDE","Sundance Energy Inc. ","3.01","$20.7M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/snde",
"SNDL","Sundial Growers Inc.","0.56","$60.12M","2019","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/sndl",
"SNSS","Sunesis Pharmaceuticals, Inc.","0.468","$52.13M","2005","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/snss",
"STG","Sunlands Technology Group","1.44","$245.39M","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/stg",
"SSY","SunLink Health Systems, Inc.","0.6741","$4.7M","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/ssy",
"NOVA","Sunnova Energy International Inc.","10.99","$923.45M","2019","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/nova",
"SUN","Sunoco LP","20.21","$1.68B","2012","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/sun",
"STKL","SunOpta, Inc.","2.26","$198.81M","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/stkl",
"SPWR","SunPower Corporation","6.67","$1.13B","2005","Technology","Semiconductors","https://old.nasdaq.com/symbol/spwr",
"RUN","Sunrun Inc.","11.87","$1.42B","2015","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/run",
"SHO","Sunstone Hotel Investors, Inc.","8.65","$1.93B","2004","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/sho",
"SHO^E","Sunstone Hotel Investors, Inc.","22.875","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sho^e",
"SHO^F","Sunstone Hotel Investors, Inc.","22.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sho^f",
"SUNW","Sunworks, Inc.","0.4202","$6.99M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/sunw",
"SLGG","Super League Gaming, Inc.","3.12","$26.75M","2019","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/slgg",
"SMCI","Super Micro Computer, Inc.","21.77","$1.12B","2020","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/smci",
"SPCB","SuperCom, Ltd.","0.8352","$13.6M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","0.204","$4.75M","1993","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/scon",
"SDPI","Superior Drilling Products, Inc.","0.3117","$7.92M","2014","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/sdpi",
"SPN","Superior Energy Services, Inc.","1.48","$23.38M","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/spn",
"SGC","Superior Group of Companies, Inc.","7.32","$112.1M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/sgc",
"SUP","Superior Industries International, Inc.","1.29","$32.42M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/sup",
"SUPN","Supernus Pharmaceuticals, Inc.","19.87","$1.04B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/supn",
"SPRT","support.com, Inc.","1.3708","$26.12M","2000","Technology","EDP Services","https://old.nasdaq.com/symbol/sprt",
"SURF","Surface Oncology, Inc.","2.73","$76.61M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/surf",
"SGRY","Surgery Partners, Inc.","9.6","$473.18M","2015","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/sgry",
"SRDX","Surmodics, Inc.","36.97","$502.43M","1998","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/srdx",
"STRO","Sutro Biopharma, Inc.","10.1","$233.3M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/stro",
"SSSS","Sutter Rock Capital Corp.","6.12","$106.04M","2011","n/a","n/a","https://old.nasdaq.com/symbol/ssss",
"SUZ","Suzano S.A.","6.79","$9.16B","2018","Basic Industries","Paper","https://old.nasdaq.com/symbol/suz",
"SIVB","SVB Financial Group","173.69","$8.95B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sivb",
"SIVBP","SVB Financial Group","23.71","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sivbp",
"SVMK","SVMK Inc.","14.66","$2B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/svmk",
"SWZ","Swiss Helvetia Fund, Inc. (The)","7.34","$97.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/swz",
"SWCH","Switch, Inc.","17.25","$4.16B","2017","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/swch",
"SBE","Switchback Energy Acquisition Corporation","9.7","$380.87M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sbe",
"SBE.U","Switchback Energy Acquisition Corporation","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/sbe.u",
"SBE.WS","Switchback Energy Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sbe.ws",
"SWKH","SWK Holdings Corporation","11.3","$145.91M","n/a","Finance","Diversified Financial Services","https://old.nasdaq.com/symbol/swkh",
"SYKE","Sykes Enterprises, Incorporated","27.73","$1.14B","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/syke",
"SYNC","Synacor, Inc.","1.4","$55M","2012","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","9","$81.52M","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/synl",
"SYNA","Synaptics Incorporated","59.58","$2.02B","2002","Technology","Semiconductors","https://old.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","3.24","$144.39M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/sncr",
"SYF","Synchrony Financial","15.62","$9.11B","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/syf",
"SYF^A","Synchrony Financial","19.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/syf^a",
"SNDX","Syndax Pharmaceuticals, Inc.","10.91","$329.93M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sndx",
"SYNH","Syneos Health, Inc.","51.51","$5.37B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/synh",
"SYBX","Synlogic, Inc.","1.97","$63.53M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sybx",
"SNX","Synnex Corporation","78.26","$4.03B","2003","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/snx",
"SNPS","Synopsys, Inc.","154.98","$23.28B","1992","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/snps",
"SNV","Synovus Financial Corp.","16.9","$2.49B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/snv",
"SNV^D","Synovus Financial Corp.","22.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snv^d",
"SNV^E","Synovus Financial Corp.","20.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snv^e",
"SES","Synthesis Energy Systems, Inc.","2.55","$4.02M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ses",
"SYN","Synthetic Biologics, Inc","0.3651","$6.19M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/syn",
"GJP","Synthetic Fixed-Income Securities, Inc.","21","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","22.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gjr",
"GJT","Synthetic Fixed-Income Securities, Inc.","18.1","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjt",
"SYPR","Sypris Solutions, Inc.","0.6","$12.79M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sypr",
"SYRS","Syros Pharmaceuticals, Inc.","8.8","$381.91M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/syrs",
"SYY","Sysco Corporation","50.31","$25.58B","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/syy",
"SYX","Systemax Inc.","19.3","$728.63M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/syx",
"TROW","T. Rowe Price Group, Inc.","103.49","$24.15B","1986","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","0.56","$66.7M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ttoo",
"TRHC","Tabula Rasa HealthCare, Inc.","56.93","$1.27B","2016","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/trhc",
"TCMD","Tactile Systems Technology, Inc.","49.97","$960.26M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tcmd",
"TLRD","Tailored Brands, Inc.","1.63","$79.17M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/tlrd",
"TAIT","Taitron Components Incorporated","2.335","$13.54M","1995","Technology","Electronic Components","https://old.nasdaq.com/symbol/tait",
"TWN","Taiwan Fund, Inc. (The)","18.14","$135.91M","1986","n/a","n/a","https://old.nasdaq.com/symbol/twn",
"TLC","Taiwan Liposome Company, Ltd.","4.09","$151.72M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tlc",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","53.69","$278.44B","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/tsm",
"TAK","Takeda Pharmaceutical Company Limited","16.8","$52.33B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tak",
"TTWO","Take-Two Interactive Software, Inc.","124.44","$14.11B","1997","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ttwo",
"TKAT","Takung Art Co., Ltd.","1.39","$15.64M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/tkat",
"TAL","TAL Education Group","51.66","$30.57B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/tal",
"TLND","Talend S.A.","25.95","$811.89M","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tlnd",
"TALO","Talos Energy, Inc.","6.87","$373.33M","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/talo",
"TALO.WS","Talos Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/talo.ws",
"TNDM","Tandem Diabetes Care, Inc.","72.94","$4.36B","2013","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tndm",
"TLF","Tandy Leather Factory, Inc.","4.08","$36.45M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/tlf",
"SKT","Tanger Factory Outlet Centers, Inc.","5.7","$530.54M","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/skt",
"TANH","Tantech Holdings Ltd.","0.9901","$28.57M","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/tanh",
"TRX","Tanzanian Gold Corporation","0.536","$84.86M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/trx",
"TAOP","Taoping Inc.","0.4329","$18.21M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/taop",
"TPR","Tapestry, Inc.","15.22","$4.2B","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/tpr",
"TAPM","Tapinator, Inc.","2.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tapm",
"TEDU","Tarena International, Inc.","3.56","$188.96M","2014","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/tedu",
"NGLS^A","Targa Resources Partners LP","16.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ngls^a",
"TRGP","Targa Resources, Inc.","7.93","$1.85B","2010","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/trgp",
"TGT","Target Corporation","113.42","$56.82B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/tgt",
"TH","Target Hospitality Corp.","1.72","$176.06M","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/th",
"THWWW","Target Hospitality Corp.","0.22","n/a","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/thwww",
"TARO","Taro Pharmaceutical Industries Ltd.","68.92","$2.64B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/taro",
"TRNX","Taronis Technologies, Inc.","0.3382","$59.19M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/trnx",
"TGB","Taseko Mines Limited","0.3063","$75.41M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/tgb",
"TATT","TAT Technologies Ltd.","3.83","$33.99M","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/tatt",
"TTM","Tata Motors Ltd","5.12","$3.68B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/ttm",
"TCO","Taubman Centers, Inc.","41.02","$2.51B","1992","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/tco",
"TCO^J","Taubman Centers, Inc.","21.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tco^j",
"TCO^K","Taubman Centers, Inc.","21.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tco^k",
"TAYD","Taylor Devices, Inc.","10","$34.8M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tayd",
"TMHC","Taylor Morrison Home Corporation","11.66","$1.57B","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/tmhc",
